Variable,Coefficient,Std_Error,t_statistic,p_value,Significant
pat_margin_change,-307.8748775768125,344.66839796059566,-0.893249509959455,0.3879606535050073,
pat_growth,609.5595800730364,684.3037374504123,0.890773419335895,0.3892393387414095,
ebitda_growth,-1239.3946682939832,2180.4338519125095,-0.5684165411424342,0.579439064656182,
ebitda_margin_change,439.1524951829491,783.8335117567121,0.5602624646638662,0.5848266164762916,
sales_growth,429.5851911978039,1415.687353899407,0.30344637183806367,0.7663515256751805,
