Variable,Coefficient,Std_Error,t_statistic,p_value,Significant
pat_growth,-3289.096315149694,2406.5694772198312,-1.366715711423962,0.1932625966732211,
pat_margin_change,1761.7616239086144,1301.948479206234,1.353173072549474,0.1974481395846539,
ebitda_growth,1681.2729242410567,2938.4426038879105,0.5721646296635271,0.5762833928875726,
ebitda_margin_change,-747.2784119256598,1350.8378215510063,-0.5531962460657557,0.5888545831247225,
sales_growth,941.2823384147742,2318.2659131507926,0.40602863246842213,0.690859512605773,
